Unnamed: 0,France,Italy,Portugal,Spain,Austria,Bel-Lux,Denmark,Finland,Germany,Greece,Ireland,Netherlands,Sweden,Switzerland,United Kingdom,Other WEM,Bulgaria,Croatia,Georgia,Hungary,Moldova,Romania,Russia,Ukraine,Other ECA,Australia,New Zealand,Canada,United States,Argentina,Brazil,Chile,Mexico,Uruguay,Other LAC,Algeria,Morocco,South Africa,Tunisia,Turkey,Other AME,China,Hong Kong,India,Japan,Korea,Malaysia,Philippines,Singapore,Taiwan,Thailand,Other Asia Pacific,Other,World,Unnamed: 55,Coeff. of variation
1902,17.379835233573242,11.559966490327685,7.111660762410582,16.731500729725806,1.6095671715660824,0.5323474823437343,,,1.9236021981447915,1.6420126571823883,,0.022316507643660968,,0.039273418449470195,0.44265973186420626,0.4368594291077605,0.14365592978550892,,,5.612306585065946,,0.003642704651439029,0.0,,0.22887268131550725,0.32962241392440145,0.0,,0.30870070579842224,0.0007624265549523549,,0.02137335775716435,,,,33.18198119698358,0.020673102921433175,0.0029449364522445213,0.6653781259130863,,0.048484020536914696,,,,,,,,,,,,,100.0,,1.55304409793949
1903,12.49621594914215,15.423180273232559,5.644931786193464,17.6902224429019,1.339514610253445,0.3633864754274723,,,1.6966943709226472,3.4174275986347076,,0.019074205342041396,,0.027874267068249397,0.27603388585895805,0.3300080962786431,0.0972057003931628,,,4.982270288191327,,0.003113466391399899,0.0,,0.2020265205114424,0.3508804216912537,0.0,,0.19015366450791765,0.0007964681466371835,,0.029592411957328806,,,,34.63551793068419,0.028791349056654814,0.0019818150421644152,0.7083099837337197,,0.04479601843661013,,,,,,,,,,,,,100.0,,1.585000987137415
1904,12.562907737444858,9.085680901545022,5.5782355002825055,17.719832267054183,1.3767000165229535,0.287071824558816,,,1.842407038778968,3.5225164422767303,,0.020148259686260928,,0.037720276373252,0.14331990367810307,0.51877384697497,0.15420942143534588,,,5.328593897286343,,0.0032887833728048334,0.0,,0.2382721103911912,0.24727061963437272,0.0,,0.2648367906112827,0.001988566690533155,,0.043824950525980684,,,,40.03359516381072,0.04029900528891833,0.001985057140726073,0.8956580857495582,,0.05086353288560288,,,,,,,,,,,,,100.0,,1.694021733430989
1905,19.74527481397793,7.337141950752482,6.823002874422876,16.389533560042768,1.3262971142257358,0.18856612888407892,,,1.883569267420126,2.0279461818544138,,0.019965192559478078,,0.02478069604548023,0.28943159735035373,0.4185458701799455,0.13798993024879103,,,5.619710343990761,,0.0022736521958155475,0.0,,0.25171136443791764,0.26904884317150646,0.0,,0.24577687687912042,0.00030315362610873963,,0.03995564792113189,,,,36.656449744712425,0.03904883623058419,0.012977501332460242,0.19678459754783562,,0.05391425998987316,,,,,,,,,,,,,100.0,,1.6557153470108459
1906,16.92965461056805,6.389338403678899,7.289110266872161,12.706993281999225,1.3639501875269866,0.09810252904308649,,,1.9142688956316194,2.228855071147041,,0.021135879082403483,,0.040599845368093856,0.3010243087509201,0.40395940792153007,0.07783667805257627,,,5.408463655364363,,0.004011618198608784,0.0,,0.2345042600305159,0.3399445261501084,0.0,,0.24477812595295914,0.00048139418383305415,,0.04221826992215885,,,,43.54404555090787,0.0368810354768173,0.008412102390861853,0.3106356435910726,,0.06079445218824567,,,,,,,,,,,,,100.0,,1.7916777670159578
1907,20.229250925170565,7.465133998422149,6.610597271137304,11.524748565584007,1.1978876183202154,0.1315488454329442,,,1.7485381346928306,1.930994840732187,,0.019125062318352853,,0.01927293892319492,0.29596020075816504,0.5160615307730991,0.07838779996970675,,,5.180682451110943,,0.0021779774878549368,0.0,,0.1906050812067008,0.23594756118428484,0.0,,0.15755226446757956,7.259924959516456e-05,,0.017612577951786924,,,,41.699745740519575,0.041565895721009834,0.007437034996558103,0.6407174173771654,,0.05837566649222092,,,,,,,,,,,,,100.0,,1.7671921939179427
1908,15.461834463262145,9.18089100100271,5.630818840831635,11.999211492662369,1.0882255064477908,0.434919563528002,,,1.4509748556967537,2.2322905841951837,,0.017917179536368524,,0.02448905855917719,0.18061967060012296,0.4803377353301247,0.13916618699930647,,,4.878650973593752,,0.00952197318141817,0.0,,0.3800237816054654,0.30205059213341495,0.0,,0.11777446879711108,4.0536400115180205e-05,,0.025770540274566742,,,,45.185557932282954,0.03170831132129705,0.009188446770374142,0.6801749485769457,,0.0578413564109247,,,,,,,,,,,,,100.0,,1.8286870917640357
1909,15.933716131525156,11.033635916473647,6.031131362962004,11.42330662688259,1.0831898789834775,0.09447989884754729,,,1.4519620358743963,2.506221847095771,,0.01840956906151919,,0.011125707603252839,0.29719546753294,0.4829389809184172,0.11479287614715886,,,6.9046715879486795,,0.0013976643599786806,0.0,,0.242440767319146,0.2306146193964823,0.0,,0.11305282676967858,0.0005590657439914722,,0.02287277725105111,,,,41.048605583888666,0.03827803887939481,0.0160888021739812,0.8366418858832383,,0.06267008047784839,,,,,,,,,,,,,100.0,,1.7146806288063776
1910,13.310584059069713,11.741249457356517,6.711444342656692,15.831929786523233,0.8712088299829548,0.08412669175643596,,,1.2897701499856382,3.720119784615883,,0.015300363074122872,,0.005516355856715454,0.2800509436593976,0.22438855571503985,0.055767687225115554,,,5.0210668901350965,,0.0018585788372969703,0.0,,0.15278530491852146,0.2566581213129785,0.0,,0.11414582097997295,5.808058866553033e-06,,0.025660004072431297,,,,38.77287599962468,0.03252821334010521,0.020328206032935614,1.4058522647668947,,0.054777780442755664,,,,,,,,,,,,,100.0,,1.6614726132838245
1911,9.210644102703165,6.804990332886063,6.838981226142185,19.21429423332158,0.8512767428883312,0.36099834414127385,,,1.260375482779658,3.6105875646643013,,0.01546583930815283,,0.01711654170839053,0.3609298788928325,0.3286440032297108,0.040285764685125104,,,6.256590516524789,,0.0011741748177770083,0.0,,0.19195366013688417,0.25262371204472334,0.0,,0.3099852217731913,0.00017612622266655127,,0.025244758582205682,,,,42.97698229579957,0.03452143446795966,0.018595536025728568,0.9594710814723936,,0.058091424781342244,,,,,,,,,,,,,100.0,,1.7805497005080575
1912,11.398825382867432,6.527528732771959,6.352095919394599,19.272121556480908,0.7753752909664525,0.09915038920402838,,,1.12749289294224,3.068270794252962,,0.014589978391685415,,0.014206947473418644,0.24201587013875125,0.3530677702911852,0.049315927990689276,,,6.515921641585938,,0.00033230369612847967,0.0,,0.15286451444945293,0.27581206778663814,0.0,,0.20063938902028108,0.0006646073922569593,,0.015391199525684083,,,,42.25491831724702,0.024594114882794435,0.015700486175773635,1.1917352070306313,,0.05736869804109639,,,,,,,,,,,,,100.0,,1.770749376423158
1913,10.785224234218017,11.33118420971584,7.017579175229249,29.53304722842587,0.8776524759652679,0.011150980260428767,,,1.3612756555520567,4.917649351069685,,0.017126142018650647,,0.004580351711408424,0.2851770358767476,0.39521904291115784,0.04930640662876419,,,1.3483273801921836,,0.004550790616116203,0.0,,0.19967285888086148,0.23066007294257557,0.0,,0.26455998720378004,0.0024054178970899934,,0.017234494176177225,,,,30.335791285431966,0.03216052813178305,0.02844267580090649,0.8796678260952621,,0.07035439304814996,,,,,,,,,,,,,100.0,,1.6438620823721046
1914,9.063732265646895,15.788753014292958,6.736469749606708,19.157079622352814,1.0201303117779186,0.16930633789166222,,,0.5269784001153563,4.86095433971037,,0.02067202526661767,,0.011240653413861683,0.3022868906004904,0.49129184839658885,0.03400860283906303,,,1.1908377010626632,,0.00023541468733336582,0.0,,0.15509172139174857,0.24851943826158987,0.0,,0.2794909868849797,0.01616514186355779,,0.019147061236447088,,,,39.37246298969339,0.053890260436188775,0.01743820023247951,0.3752588587656296,,0.0885581635726541,,,,,,,,,,,,,100.0,,1.728992004758361
1915,6.946976098915873,6.456631062708415,11.49213869867118,11.391826837510944,0.8659300895120601,0.7902833873274223,,,1.362981229855526,2.308600675464273,,0.0182491879931035,,0.017958848456569598,0.30856803988559,0.20945684908381978,0.041065490737964734,,,0.9846131458614632,,0.007620184787706128,0.0,,0.18186148250571463,0.19805553007319837,0.0,,0.21474477387438223,0.05971453897275166,,0.026712211401268032,,,,55.46359117916694,0.023697239737827565,0.026210952700406746,0.5211225007356212,,0.08138976405995667,,,,,,,,,,,,,100.0,,2.1343394105197824
1916,5.3826191773215735,4.641181985133678,10.995835814014862,34.77362313801689,0.9379863745626585,0.08567007699505619,,,0.6131968042265759,1.7822871878024775,,0.020591406439357474,,0.010071049166564417,1.083710854410017,0.4007700102974416,0.05850419422422584,,,1.1989259297516837,,0.0625825994328021,0.0,,0.21225042499566713,0.25591394919317867,0.0,,0.3352054548838648,0.4562522056935198,,0.02377795459516339,,,,35.66640036713284,0.045689559245868545,0.059276517933674486,0.802218057880128,,0.09545890665023685,,,,,,,,,,,,,100.0,,1.861731310815845
1917,3.1199851380790613,7.820869598543721,8.918911170477859,40.71200705349256,0.744127711172322,0.22834570035240487,,,0.9226875814962072,0.6645875543322005,,0.01704591681563728,,0.015313859403130308,0.9631441415330985,0.3733092463796054,0.05318520279821101,,,1.7531061818369682,,0.06298554473618237,0.0,,0.24544927483750237,0.17593767362413423,0.0,,0.5498343481162915,0.22071474980946004,,0.014500784354236294,,,,31.374643744807116,0.02684702233114068,0.09902150913093037,0.8414175564012912,,0.08202173513873467,,,,,,,,,,,,,100.0,,1.9131560737488478
1918,4.052429347924516,25.700231901399984,12.47458189922137,24.590599207181043,1.0264842936626324,0.42873287397287146,,,1.8566708809349124,0.9424451033174776,,0.02458274355398723,,0.025608266402305933,0.7800504654875301,0.508623400667224,0.07879280541319426,,,2.600140910231256,,0.08822575883970604,0.0,,0.3543669087408915,0.15425259431130287,0.0,,0.9766088215848747,0.48170108398968264,,0.04824476180214373,,,,20.979183345447517,0.03940086914268566,0.1962468177077385,1.4691820850516009,,0.12261285401156431,,,,,,,,,,,,,100.0,,1.5462570946092073
1919,8.351525954040776,4.945409264754966,12.373284690639787,43.47262512105263,0.7432998476581805,0.27917619328725074,,,0.8985963486424942,1.397532339866255,,0.01864856728902413,,0.016257665924309602,1.9561453491225071,0.4001005417884291,0.06885302495625685,,,1.6808640963750354,,0.04459799085949083,0.0,,0.24293454595331088,0.2239810207609984,0.0,,0.9238636624605393,0.6763320709072626,,0.036598668689455174,,,,19.792099889256423,0.03667640885153605,0.015773454864814834,1.3085274687969937,,0.09629581320127348,,,,,,,,,,,,,100.0,,1.8164612113269853
1920,15.718078889114345,7.0899356492743415,7.9243092852549335,41.419357779979606,0.889215008593862,0.6426141387151604,,,0.489016617766613,2.420764810508242,,0.02213800513773447,,0.019823111307503777,1.880299531026932,0.5407057026952676,0.04458354545486289,,,1.3972936996380172,,0.12605469204075048,0.0,,0.22505845815811534,0.30606079227494215,0.0,,0.0,0.12042424912959696,,0.08177588054990287,,,,16.512542787524247,0.03938766382312512,0.18867636825566622,1.7836738923766193,,0.11820944139960053,,,,,,,,,,,,,100.0,,1.7466597076412373
1921,15.112686811032871,4.2205734404432125,10.774567676431417,26.224831311557377,0.4548376221349135,0.10870173999505255,,,0.6335954624842889,1.6128686255341722,,0.022107306578425318,,0.01564703517500715,0.5785027588303707,0.42636937161020905,0.06364725029347124,,,2.1523773175346967,,0.04531676155516768,0.0,,0.25816273724900746,0.4228725212527592,0.0,,0.0,0.34717674546986793,,0.07264948236723827,,,,34.94205126063504,0.027942359140869576,0.14541853411335387,1.2151605691089409,,0.12193529947225631,,,,,,,,,,,,,100.0,,1.7127818031553257
1922,8.436958287408785,7.182440553557701,13.180824242012438,24.27376714142613,0.3797675300248578,0.8823416823459509,,,0.6734624742498339,4.439117450145451,,0.02150454114746035,,0.03237912256619252,-0.1000611970308636,0.5693207936464033,0.06801157265317279,,,2.778972425890704,,0.4130569842065648,0.0,,0.29590002472836796,0.2244874914166113,0.0,,0.0,0.12677420878908993,,0.051713754840881185,,,,34.016083457105736,0.020517160206699102,0.16274097953278055,1.7475249177279872,,0.12239440140110107,,,,,,,,,,,,,100.0,,1.6263491630445879
1923,10.912203511165021,5.94147690092869,12.407926396734407,22.19833684130877,0.13774832960222727,0.02552549233385778,,,0.2278014180832869,2.4448894306752003,,0.019129897004698932,,0.021143405603850567,-0.07378748731808757,0.4958674664967673,0.06954493265049472,,,2.4861201395485724,,0.04937996949207367,0.0,,0.3850471060969233,0.23317512064565962,0.0,,0.0,0.12025474923363821,,0.04092001883644634,,,,39.253023683996126,0.031940208724308174,0.22212202171811504,2.2379655732227532,,0.11224487321620834,,,,,,,,,,,,,100.0,,1.7445845506149293
1924,12.97722442177374,14.68013507110824,9.335180701737807,20.02347267022901,0.11614089760729976,0.3445762124977085,,,0.13574086339684407,1.9781030492631007,,0.015190598179343795,,0.006868422684917999,0.607353840797104,0.39649569558311687,0.06886840145105186,,,0.5820783585716972,,0.040941381908139035,0.0,,0.2492856345537779,0.25983361532123167,0.0,,0.0,0.09791333307045082,,0.053091169468765645,,,,35.26674491670006,0.02173968286586732,0.11796639287007495,2.533250888762012,,0.09180377959865733,,,,,,,,,,,,,100.0,,1.6485574688837816
1925,9.4210923521624,8.676513015806977,6.180372139780217,17.52404243631856,0.010632612806503423,0.11762252487194366,0.00019913520012180077,,0.31559912019303576,3.696432066260918,,0.016914423210345683,,0.00802575200490894,0.4652032174223805,0.31785598579441615,7.844720004798213e-05,,,1.531904603097304,,0.0936961288573091,0.004248217602598417,,0.06819415100171086,0.24179840814789566,0.0,,0.00024741040015132824,0.04845623202963819,0.0,0.03681587442251838,,,0.00018706640011441892,47.044447942374674,0.0492918652475406,0.04617367128783262,3.9423097288113085,,0.09886760966047224,,,,0.02122298481298101,,,,,,,0.021554876813184014,,100.0,,2.2478557298857953
1926,9.73440981586148,5.493955482353554,4.915297846280328,16.36022307602848,0.0028605267899391444,0.09056565801542023,9.552779632449834e-05,,0.2727849295044008,5.652645063510357,,0.013055465497681438,,0.008236618883090078,0.2972471176046605,0.2303334382377529,6.899229734547102e-05,,,0.5064540158043175,,0.03938929468446814,0.0034814574660483833,,0.12587485437687312,0.4155989850095258,0.0,,5.307099795805463e-06,0.02823377091368506,0.0,0.025962332201080324,,,0.0001432916944867475,51.636430505150656,0.04001624244027899,0.2845420251556128,3.709540693972715,,0.06881185595241363,,,,0.018882661073475835,,,,,,,0.024853148343756983,,100.0,,2.4065039149359344
1927,7.141041958710286,5.697028793498587,4.302482036408239,28.331916999204275,0.004281404353437471,0.16966530029039362,0.00019537047245151427,,0.29495359326680043,7.822298796148715,,0.014736515636342793,,0.010912836389791727,0.4102592471886501,0.36816170030113216,0.3203517546854973,,,0.7521903347441078,,0.12165998420230727,0.00893122159778351,,0.5154676873214746,0.7820400911559185,0.0,,5.582013498614694e-06,0.015964558606038026,5.023812148753225e-05,0.24596584280295788,,,0.00014513235096398204,40.557017778358336,0.07014854756202245,0.0971913132996824,1.8384193997282534,,0.05123730190378428,,,,0.021909402982062672,,,,,,,0.03336927669471864,,100.0,,2.186382472475039
1928,7.195165053455718,4.740485972108858,4.4907502366998555,31.152210932597708,0.004260107791524797,0.10742379917547662,0.00030354576401528036,,0.3141698657558152,6.487767351061074,,0.013816565810350692,,0.011770248677075268,0.04207803559249894,0.37637057964067044,0.16967161498923083,,,1.2147918617366575,,0.03401805976033315,0.14632999244598688,,0.3318592568311884,0.8976057583838057,0.0,,5.2335476554358685e-06,0.012351172466828647,5.2335476554358685e-05,0.2874797147516702,,,0.0012089495084056856,39.03944462736529,0.03946164946214102,0.08567730591331965,2.71212383245232,,0.06107026759128115,,,,0.02715164523640128,,,,,,,0.0031244279502952135,,100.0,,2.197624906997879
1929,7.3064189964866255,5.079387594736424,4.997164354238396,20.00010153882296,0.004101911579972365,0.07875035917323234,0.0002537264894828267,,0.34126212835440195,7.356376685072089,,0.02040383852924398,,0.013468647816713383,0.013854523519468516,0.4116447993432319,0.02240722060245213,,,0.9709420837732425,,0.021191447840346923,0.28713381059806553,,0.32576366862182593,0.41833154953481055,0.0,0.009895333089830241,0.0,0.026694141081005724,2.1143874123568895e-05,0.2007610848032866,,,0.0007558934999175879,49.02214087308538,0.05148184192304793,0.13919384767406934,2.759434152181667,0.0001850088985812278,0.06600588904525118,,,,0.02872923896539923,,,,,0.0011470551712036124,,0.02459561157424151,,100.0,,2.560052556502888
1930,5.373166553507614,5.0514757418695115,4.03808162519858,17.22175947107071,0.0031211919740594513,0.03494055888682059,0.00030125428863548496,,0.3573073407012678,3.5682335840149277,,0.031068700488620263,,0.012474890706446477,0.0028396920650066207,0.3503636762779647,0.0003950875916530951,,,1.4653531121985353,,0.0063954803898844765,0.3765678607943562,,0.6548675603547963,0.4902543152925343,0.0,0.0050472439833682894,0.0,0.0269153421813671,0.0,0.2822900842361364,,,0.008835146268342338,55.54231245886311,0.038789235619682914,0.14622503559631234,4.797588134202699,0.003555788324877856,0.06156452396934354,,,,0.02618936873170454,,,,,0.00027162271926150285,,0.021448317631867397,,100.0,,2.7893034064615403
1931,3.953599438386475,4.950513654564608,3.6549446094872198,16.157078861000304,0.002633555242295825,0.026064948581548036,0.00019812066960390608,,0.3406709074896434,2.1482562459953303,,0.018386564581533236,,0.010722677215879698,0.00204402544493786,0.4817473208819858,8.214759471381472e-05,,,1.303460046381367,,0.006876236898691668,0.40571247365716967,,0.8678651770941838,0.48510570784234475,0.0,0.00011114086343633755,0.0,0.028171792775384695,4.832211453753807e-06,0.2390557824920907,,,0.0036386552246766165,62.504679315362765,0.09108880202749128,0.1991305591829625,2.0214638496602837,0.004788721550670023,0.051231105832697854,,,,0.020826831365678908,,,,,9.664422907507613e-05,,0.01974924821149181,,100.0,,3.086813561111585
1932,3.358432921462353,8.017665181997343,3.6252126460547833,9.457223260580564,0.00507873244307512,0.021955086991877145,0.00021581016047061413,,0.27935426327585056,2.096379898811546,,0.012521785088639414,,0.012205263519949178,0.0017744390972028272,0.3764112861115014,0.00023978906718957128,,,0.9558279965056938,,0.002709616459242155,0.2910080119412637,,0.509686049655465,0.7577814101324831,0.0,0.0004747823530353511,0.0,0.012804736187923106,1.9183125375165703e-05,0.2824786668635172,,,0.001419551277762262,64.70406323464056,0.11752270695193226,0.18265119327108847,4.807305606360556,9.591562687582851e-06,0.06806940208123798,,,,0.02541284534075076,,,,,0.0002877468806274855,,0.015797303746448953,,100.0,,3.1476696677723752
1933,3.2080647669444122,3.729731432208506,3.432185209131079,11.166759448675002,0.001788527988082897,0.02727505181826418,,,0.24967850713637244,3.396638215367932,,0.015202487898704624,,0.009836903934455934,0.2989208056524388,0.23250863845077663,0.0,,,1.1370566684237018,,0.001788527988082897,0.25218244631968845,,0.14665929502279756,0.6286228746114363,0.0,0.0,0.0,0.012922114713898931,0.00044713199702072425,0.2817788286136855,,,0.0026827919821243457,68.18762954566046,0.01877954387487042,0.2775699814630333,3.1630117469246035,0.004918451967227967,0.042030407719948086,0.00044713199702072425,0.0013413959910621729,,0.016096751892746074,,,,,,,0.05544436763056981,,100.0,,3.3080364446132653
1934,4.019848978074303,6.143870573287292,4.1402954569782375,8.630977630456968,0.0033443420492554423,0.032328639809469276,,,0.41899031973755263,2.2768838061672594,,0.02452517502787324,,0.02842690741867126,0.08133179451021619,0.1973161809060711,0.003901732390798016,,,1.2201274576366938,,0.0011147806830851474,0.05183730176345936,,0.09642852908686525,0.777057875144502,0.0,0.013934758538564343,0.0,0.03545002572210769,0.0,0.40270092144017594,,,0.007803464781596032,66.87346361691182,0.041804275615693026,0.33426782785860404,3.9680618414415822,0.020623442637075228,0.04514861766494847,0.0005573903415425737,0.0016721710246277212,,0.026197346052500965,,,,,,,0.07970681884058804,,100.0,,3.2386704060969893
1935,3.946793005248092,5.723248032180979,4.685955284729409,7.195957836084221,0.0016453494679527416,0.023034892551338386,,,0.33214121259739343,1.8957168119928838,,0.03619768829496032,,0.011517446275669193,0.33219540711816814,0.29671135405414445,0.0054844982265091395,,,1.0744132025731403,,0.01425969538892376,0.015356595034225588,,0.09433336949595719,0.8463677663148903,0.0,0.0016453494679527416,0.0,0.024680242019291122,0.0,0.27132525711310157,,,0.0054844982265091395,67.20978351675625,0.0707500271219679,0.34291620377857923,5.374808261978957,0.002193799290603656,0.04058528687616763,0.000548449822650914,0.0016453494679527416,,0.025228691841942038,,,,,,,0.09707561860921177,,100.0,,3.2506365926544407
1936,4.883607268812898,6.568221299955411,5.212631663082289,1.3283078257627585,0.0029650919585223487,0.027278846018405606,,,0.410368727059493,2.4338660832334846,,0.04388336098613076,,0.026092809234996666,0.4745247117520339,0.40918269027608406,0.010081312658975985,,,1.4908482367450369,,0.013639423009202803,0.011267349442384925,,0.1352081933086191,1.0001255176095882,0.0,0.0011860367834089394,0.0059301839170446975,0.020637040031315546,0.0,0.4210170246027776,,,0.002372073566817879,65.26701117260222,0.460775290354373,0.4014719821793116,8.88104343416614,0.0011860367834089394,0.04329034259442629,0.0011860367834089394,0.002372073566817879,,0.0,,,,,,,0.00842086116220347,,100.0,,3.166479559696645
1937,4.659745261369349,8.57497523998864,4.329007364314352,1.3288865613812804,0.004336053451172508,0.022764280618655666,,,0.4189711647195436,2.4934475370967504,,0.04823859464429414,,0.06449879508619104,0.44196616728434235,0.39349685069390505,0.0016260200441896903,,,2.0753435830674416,,0.013550167034914086,0.009214113583741579,,0.08997310911182953,1.0072110160392338,0.0,0.001084013362793127,0.015176187079103776,0.028726354114017864,0.0005420066813965635,0.7215051479007207,,,0.0032520400883793805,66.57901672939106,0.26016320707035046,0.4349487389782531,5.932805134566784,0.001084013362793127,0.03739846101636288,0.0005420066813965635,0.001084013362793127,,0.0,,,,,,,0.005420066813965634,,100.0,,3.2224184779529796
1938,4.403818372999798,7.170443898116235,3.5654860803526005,0.8834134955673487,0.00214040465863405,0.07491416305219174,,,0.24957118319673022,1.8816297354051932,,0.02397253217670136,,0.043236174104407804,0.0,0.2007699569798739,0.0008561618634536199,,,1.7247380739273173,,0.05308203553412444,0.0,,0.11571027584575674,0.7583881786472166,0.0,0.00042808093172680997,0.01070202329317025,0.017208853455417762,0.00042808093172680997,0.5033331502907864,,,0.00042808093172680997,72.27076329877869,0.11815033715659956,0.3797427394182918,5.501268053621235,0.00513697118072172,0.0342464745381448,0.00042808093172680997,0.0017123237269072399,,0.0,,,,,,,0.00385272838554129,,100.0,,3.4853569794675257
1939,4.8317664230921515,7.812401228894611,5.233095199338946,1.3854017019715217,,0.09809087040986031,,,0.20461966515605265,2.2663210026845895,0.0021094810840830173,0.010020035149394332,,0.25946617334221117,0.020040070298788664,0.5104944223480903,1.015715141985973,,,1.2915297937298276,,0.6929645361212713,0.0,,0.5379176764411695,0.889251750995196,0.0,0.0005273702710207543,0.017403218943684892,0.026684935713650167,0.0005273702710207543,0.05186364919623796,,,0.0,65.90282591810856,0.8068765146617541,0.6817140987908368,5.227821496628738,0.05959284062534524,0.0,0.0,0.0021094810840830173,,,,,,,,,0.16084793266133007,,100.0,,3.094115909051382
1940,3.4874887542567423,12.276732159230244,5.064955682488129,3.174366629620822,,0.06578803412880671,,,0.1366366862675216,1.642532016930207,0.0028917817199475473,0.003614727149934434,,0.22628191958589558,0.033255489779396796,0.5863087437193653,2.779002232869593,,,0.989712293652048,,0.676676922467726,0.0,,0.8786488724690455,1.189678999586421,0.0,0.0014458908599737736,0.10916475992801991,0.04973864558309782,0.0,0.09018809304175113,,,0.006506508869881982,60.66524281191962,0.49304878325105683,0.5552759969120779,4.667335695995342,0.0,0.0014458908599737736,0.0014458908599737736,0.003614727149934434,,,,,,,,,0.14097435884744294,,100.0,,2.878456211962342
1941,10.99296377377425,12.259172967192516,4.010675520914114,1.4766845165531497,,0.020033344260310258,,,0.19699455189305087,0.3345568491471813,0.006010003278093077,0.0,,0.6310503441997731,0.03205335081649641,0.48681026552553924,0.9308827299624166,,,0.9823016468972131,,0.0,0.0,,0.4460452718621308,0.5033043856331947,0.0,0.002003334426031026,0.19298788304098882,0.08881449288737549,0.0006677781420103419,0.10521358816542287,,,0.010016672130155129,60.32240290222022,0.32721128958506757,0.30559518283066,5.231373964509019,0.0,0.0013355562840206838,0.0033388907100517094,0.002003334426031026,,,,,,,,,0.09749560873350993,,100.0,,2.8950787814067356
1942,17.464671459935204,14.294204472605653,8.694956979518288,3.1270589894640133,,0.0,,,0.2253718777090971,0.13192500158581297,0.002198750026430216,0.0,,0.26385000317162594,0.018689375224656836,0.3507006292156194,1.9129125229942878,,,0.7354818838409072,,0.0417762505021741,0.0,,0.6174542388507198,0.6965640083730924,0.0,0.0032981250396453233,0.3188187538323813,0.14995475180254073,0.0,0.16530741392458836,,,0.018689375224656836,47.153293691809196,0.01978875023787194,0.537869533386755,3.0001944110640295,0.0,0.004397500052860432,0.001099375013215108,,,,,,,,,,0.04947187559467985,,100.0,,2.3532246449641443
1943,39.730432637154486,8.433024215655974,12.793367077610949,12.222260777806497,,0.002045956673214609,,,1.129368083614464,0.0,,0.0,,0.1616305771839541,0.01432169671250226,0.8511179760572772,2.6597436751789916,,,4.001891252807775,,0.022505523405360696,0.0,,1.553112600353486,0.7598683084319057,0.0,0.01636765338571687,0.3887317679107757,0.3604975658204141,0.0,0.49507097978810694,,,0.04296509013750679,8.370008750120965,0.0,1.2568126032027667,4.458651080102936,0.17799823056967098,0.01432169671250226,0.008183826692858436,,,,,,,,,,0.07570039690894054,,100.0,,1.9313437367807254
1944,25.303719044291878,10.279276344267398,13.145491668119567,20.613475237948727,,0.024343503089110305,,,0.373267047366358,0.0,,0.0,,1.019722296066065,0.018933835735974684,0.8574322754719963,0.2677785339802134,,,0.659979417082546,,0.018933835735974684,0.0,,0.21630013944777476,1.5314768276726949,0.0,0.07303050926733091,0.29212203706932366,0.7508618286152245,0.0,1.0655567846489773,,,0.062211174561059665,16.558991767948143,0.06762084191419529,2.2918697276992184,4.4075264759672494,0.0,0.0,0.01622900205940687,,,,,,,,,,0.08384984397360216,,100.0,,1.6958848779523703
1945,18.506743271084808,8.435928027842237,13.761610428720717,10.529730182406995,0.024172862161814013,0.002417286216181401,,,0.3335854978330334,0.002417286216181401,,0.0,,0.10636059351198164,0.09669144864725605,0.9379070518783836,0.5342202537760896,,,0.012086431080907007,,0.02078866145916005,0.0,,0.12736750138380265,1.704428511029506,0.0,0.07251858648544203,0.4109386567508382,0.4387374482369243,0.0,0.9319327289950913,,,0.05801486918835363,37.1585237151405,0.004834572432362802,2.977344579656507,2.610064791921868,0.0,0.13536802810615847,0.0,,,,,,,,,,0.06526672783689783,,100.0,,2.00895718203193
1946,5.3122157599262545,2.371521769828477,9.560530969853561,4.116292438662505,0.007286990068485945,0.007286990068485945,,,0.7359859969170806,0.051008930479401624,,,,0.0801568907533454,0.04372194041091568,0.28419261267095186,0.26961863253398,,,0.940021718834687,,0.007432729869855665,0.14112762588891606,,0.28201900763338067,0.5911206343555799,0.0,0.007286990068485945,0.16760077157517675,0.1421691762361608,,0.6048201756843335,,,0.010201786095880324,72.61485603246246,0.1967487318491205,1.018283992170226,0.3862104736297551,0.02186097020545784,0.02841926126709519,,,,,,,,,,,,,100.0,,2.9083835253231825
1947,5.06010495764895,4.513167883810606,7.58099057966609,3.3102409116397196,0.009166856807335054,0.04583428403667527,,,0.5408445516327682,1.503364516402949,,,,0.21083770656870623,0.11916913849535571,0.4950102675960929,0.11000228168802065,,,0.7058479741647992,,0.010816891032655363,0.18258694390762728,,0.1902096596502574,1.1337568499311996,0.0,0.009166856807335054,0.12833599530269077,0.0821350369937221,,0.5958456924767785,,,0.014055847104580419,70.20895628737918,0.5500114084401032,1.4327645525301513,1.1183565304948768,0.10083542488068559,0.03758411291007372,,,,,,,,,,,,,100.0,,2.8046684934482995
